gfx,cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,flat,tflops,bw,_tag
gfx942,304,32,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,357.156,flydsl_moe1_abf16_wfp4_bf16_t16x64x128_w4,0.0%,189.974,flydsl_moe2_abf16_wfp4_bf16_t16x128x256_atomic_bnt2_persist,0.0%,547.13,0,0,0,10.3,4508.45,
gfx942,304,64,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,555.7148,flydsl_moe1_abf16_wfp4_bf16_t16x64x128_xcd1,0.0%,289.8139,flydsl_moe2_abf16_wfp4_bf16_t16x128x256_atomic_bnt2_persist,0.0%,845.5288,0,0,0,13.33,2917.9,
gfx942,304,128,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,723.3952,flydsl_moe1_abf16_wfp4_bf16_t16x64x128_w2_xcd4,0.0%,376.5771,flydsl_moe2_abf16_wfp4_bf16_t16x256x128_atomic_persist,0.0%,1099.9723,0,0,0,20.5,2243.77,
gfx942,304,256,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,823.3101,flydsl_moe1_abf16_wfp4_bf16_t16x64x128_w4_xcd4,0.0%,423.5021,flydsl_moe2_abf16_wfp4_bf16_t16x128x256_atomic_bnt2,0.0%,1246.8121,0,0,0,36.17,1980.99,
gfx942,304,512,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,873.6745,flydsl_moe1_abf16_wfp4_bf16_t16x64x128_w4_xcd4,0.0%,445.5828,flydsl_moe2_abf16_wfp4_bf16_t16x256x128_atomic_persist,0.0%,1319.2573,0,0,0,68.37,1874.99,
gfx942,304,1024,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,1016.6966,flydsl_moe1_abf16_wfp4_bf16_t32x64x128_w4_xcd4,0.0%,563.6916,flydsl_moe2_abf16_wfp4_bf16_t32x128x256_atomic_bnt2,0.0%,1580.3882,0,0,0,114.14,1569.82,
gfx942,304,2048,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,1628.4581,flydsl_moe1_abf16_wfp4_bf16_t32x128x128_w4_xcd4,0.0%,914.6607,flydsl_moe2_abf16_wfp4_bf16_t32x128x256_atomic_xcd4_persist,0.0%,2543.1187,0,0,0,141.86,981.32,
gfx942,304,4096,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,2414.6851,flydsl_moe1_abf16_wfp4_bf16_t32x128x128_w4_xcd1,0.0%,1423.5245,flydsl_moe2_abf16_wfp4_bf16_t32x128x256_atomic,0.0%,3838.2096,0,0,0,187.99,657.85,
gfx942,304,8192,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,4371.6857,flydsl_moe1_abf16_wfp4_bf16_t32x128x128_w4_xcd4,0.0%,2532.7935,flydsl_moe2_abf16_wfp4_bf16_t32x128x256_atomic_xcd4_persist,0.0%,6904.4792,0,0,0,209.01,374.21,
gfx942,304,16384,3584,512,896,16,ActivationType.Situv2,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,8380.4741,flydsl_moe1_abf16_wfp4_bf16_t32x128x128_w4_xcd4,0.0%,4791.5874,flydsl_moe2_abf16_wfp4_bf16_t32x128x256_atomic_xcd4_persist,0.0%,13172.0615,0,0,0,219.12,205.07,
