gfx,cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,flat,tflops,bw
gfx950,256,1024,5120,2304,32,2,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,77.74,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_fp4,0.9%,46.7374,flydsl_moe2_layout_afp4_wfp4_bf16_t64x256x256_reduce_nt_sbm64,1.1%,124.4774,0,0,0,1164.51,9224.09
gfx950,256,2048,5120,2304,32,2,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,98.8523,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_fp4,0.9%,67.2488,flydsl_moe2_layout_afp4_wfp4_bf16_t128x256x256_reduce_nt_sbm128,1.2%,166.1011,0,0,0,1745.38,7007.29
gfx950,256,4096,5120,2304,32,2,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,164.9532,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_bnt0_fp4,0.9%,113.1534,flydsl_moe2_layout_afp4_wfp4_bf16_t128x256x256_reduce_sbm128,1.2%,278.1066,0,0,0,2084.89,4298.27
gfx950,256,8192,5120,2304,32,2,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,285.6956,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_bnt0_xcd4_fp4,0.9%,201.2479,flydsl_moe2_layout_afp4_wfp4_bf16_t64x256x256_atomic_persist_sbm64,1.2%,486.9435,0,0,0,2381.47,2584.06
gfx950,256,16384,5120,2304,32,2,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,490.8683,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_bnt0_xcd4_fp4,0.9%,386.1223,flydsl_moe2_layout_afp4_wfp4_bf16_t64x256x128_atomic_sbm64,1.2%,876.9906,0,0,0,2644.59,1578.26
gfx950,256,32768,5120,2304,32,2,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,919.5599,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_bnt0_xcd4_fp4,0.9%,756.9637,flydsl_moe2_layout_afp4_wfp4_bf16_t64x256x128_atomic_sbm64,1.2%,1676.5236,0,0,0,2766.78,975.7
gfx950,256,1,5120,2304,32,3,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,11.1587,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w4_bnt0_kw4_fp4,0.9%,9.8588,flydsl_moe2_layout_afp4_wfp4_bf16_t32x128x256_atomic_nt_sbm32,1.1%,21.0175,0,0,0,10.1,53882.59
gfx950,256,2,5120,2304,32,3,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,16.3,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_bnt0_kw4_fp4,0.9%,12.3781,flydsl_moe2_layout_afp4_wfp4_bf16_t32x128x256_reduce_sbm32,1.2%,28.6781,0,0,0,14.81,39489.81
gfx950,256,4,5120,2304,32,3,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,27.9627,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w4_xcd4_fp4,0.2%,18.3196,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce_bnt2,2.1%,46.2823,0,0,0,18.35,24469.91
gfx950,256,8,5120,2304,32,3,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,41.4983,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4_kw2_fp4,0.2%,26.8826,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic,2.7%,68.3809,0,0,0,24.84,16562.88
gfx950,256,16,5120,2304,32,3,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,48.7211,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_fp4,0.2%,32.0257,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic,2.7%,80.7468,0,0,0,42.07,14027.9
gfx950,256,32,5120,2304,32,3,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,66.1816,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w4_kw4_fp4,0.9%,37.0493,flydsl_moe2_layout_afp4_wfp4_bf16_t32x128x256_atomic_nt_sbm32,1.2%,103.2309,0,0,0,65.82,10974.95
gfx950,256,64,5120,2304,32,3,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,65.8029,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w4_kw4_fp4,0.1%,40.9112,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic_bnt2,2.6%,106.7141,0,0,0,127.35,10621.32
gfx950,256,128,5120,2304,32,3,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,69.4386,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w3_kw4_fp4,0.9%,37.7086,flydsl_moe2_layout_afp4_wfp4_bf16_t32x128x256_reduce_nt_sbm32,1.2%,107.1472,0,0,0,253.66,10587.57
gfx950,256,256,5120,2304,32,3,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,72.7763,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w3_kw4_fp4,0.9%,40.3314,flydsl_moe2_layout_afp4_wfp4_bf16_t32x128x256_atomic_nt_sbm32,1.2%,113.1077,0,0,0,480.59,10047.01
gfx950,256,512,5120,2304,32,3,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,79.16,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_fp4,0.1%,49.4427,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic,2.6%,128.6027,0,0,0,845.37,8867.05
gfx950,256,1024,5120,2304,32,3,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,96.1189,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_fp4,0.1%,63.2336,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_bnt2_sbm128,2.6%,159.3525,0,0,0,1364.48,7205.35
gfx950,256,2048,5120,2304,32,3,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,157.1516,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w2_xcd4,0.0%,95.3616,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_bnt2_sbm128,2.6%,252.5132,0,0,0,1722.15,4609.34
gfx950,256,4096,5120,2304,32,3,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,247.8184,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_bnt0_xcd4_fp4,0.1%,159.01,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_bnt2,2.6%,406.8284,0,0,0,2137.83,2938.28
gfx950,256,8192,5120,2304,32,3,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,386.7705,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_bnt0_xcd4_fp4,0.9%,282.22,flydsl_moe2_layout_afp4_wfp4_bf16_t64x256x256_atomic_persist_sbm64,1.2%,668.9905,0,0,0,2600.13,1880.88
gfx950,256,16384,5120,2304,32,3,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,715.8345,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_bnt0_xcd4_fp4,0.1%,574.9296,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_bnt2,2.6%,1290.7641,0,0,0,2695.24,1072.33
gfx950,256,32768,5120,2304,32,3,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,1318.8618,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_bnt0_xcd4_fp4,0.1%,1119.4776,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_bnt2,2.6%,2438.3394,0,0,0,2853.52,670.86
gfx950,256,4,5120,640,384,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,16.3079,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w4_kw4_fp4,0.9%,13.1717,flydsl_moe2_layout_afp4_wfp4_bf16_t32x256x128_reduce_nt_sbm32,1.1%,29.4796,0,0,0,16.01,128052.45
gfx950,256,8,5120,640,384,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,26.5519,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_fp4,0.2%,19.6944,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce,0.2%,46.2463,0,0,0,20.41,81628.08
gfx950,256,16,5120,640,384,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,47.1763,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_fp4,0.2%,31.4068,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic,1.4%,78.5831,0,0,0,24.02,48039.84
gfx950,256,32,5120,640,384,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,82.1226,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_fp4,0.2%,51.2073,flydsl_moe2_afp4_wfp4_bf16_t32x128x128_atomic,1.5%,133.3299,0,0,0,28.31,28315.97
gfx950,256,64,5120,640,384,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,134.6773,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w4_fp4,0.2%,81.7526,flydsl_moe2_afp4_wfp4_bf16_t16x128x128_atomic_bnt2_xcd4_persist_sbm32,1.4%,216.4299,0,0,0,34.88,17446.1
gfx950,256,128,5120,640,384,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,181.8681,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w4_fp4,0.2%,110.5162,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_reduce_bnt2_persist,0.2%,292.3843,0,0,0,51.64,12917.38
gfx950,256,256,5120,640,384,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,207.1576,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3_kw2_fp4,0.9%,112.2781,flydsl_moe2_layout_afp4_wfp4_bf16_t32x256x128_atomic_nt_sbm32,1.1%,319.4357,0,0,0,94.54,11829.63
gfx950,256,512,5120,640,384,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,206.8732,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2_fp4,0.9%,116.5511,flydsl_moe2_layout_afp4_wfp4_bf16_t32x256x128_atomic_nt_sbm32,1.2%,323.4243,0,0,0,186.75,11695.9
gfx950,256,1024,5120,640,384,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,210.2328,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w4_fp4,0.9%,125.1489,flydsl_moe2_layout_afp4_wfp4_bf16_t32x256x128_atomic_persist_nt_sbm32,1.2%,335.3817,0,0,0,360.17,11302.35
gfx950,256,2048,5120,640,384,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,209.8211,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_fp4,0.9%,137.584,flydsl_moe2_layout_afp4_wfp4_bf16_t32x256x128_atomic_nt_sbm32,1.2%,347.4051,0,0,0,695.42,10956.46
gfx950,256,4096,5120,640,384,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,218.2178,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_fp4,0.9%,204.8485,flydsl_moe2_layout_afp4_wfp4_bf16_t64x256x128_reduce_persist_nt_sbm64,1.2%,423.0663,0,0,0,1142.1,9071.36
gfx950,256,8192,5120,640,384,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,287.2784,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_fp4,0.9%,369.0678,flydsl_moe2_layout_afp4_wfp4_bf16_t128x128x128_reduce_nt_sbm128,1.2%,656.3462,0,0,0,1472.34,5943.06
gfx950,256,16384,5120,640,384,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,500.1166,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w3_bnt0_fp4,0.9%,686.7928,flydsl_moe2_layout_afp4_wfp4_bf16_t64x256x128_reduce_persist_sbm128,1.2%,1186.9094,0,0,0,1628.38,3392.45
gfx950,256,32768,5120,640,384,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,861.8038,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_bnt0_xcd4_fp4,0.9%,1348.7122,flydsl_moe2_layout_afp4_wfp4_bf16_t64x256x128_reduce_sbm64,1.2%,2210.516,0,0,0,1748.67,1935.38
gfx950,256,1,5120,2304,96,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,15.6341,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4_kw4_fp4,0.9%,12.1345,flydsl_moe2_layout_afp4_wfp4_bf16_t32x128x256_reduce_sbm32,1.2%,27.7686,0,0,0,15.29,122346.88
gfx950,256,2,5120,2304,96,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,26.8472,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2_fp4,0.9%,17.8067,flydsl_moe2_layout_afp4_wfp4_bf16_t32x256x256_reduce_nt_sbm32,1.1%,44.6539,0,0,0,19.02,76083.32
gfx950,256,4,5120,2304,96,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,49.6491,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_fp4,0.9%,30.1218,flydsl_moe2_layout_afp4_wfp4_bf16_t32x128x256_atomic_nt_sbm32,1.2%,79.7709,0,0,0,21.29,42590.06
gfx950,256,8,5120,2304,96,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,73.4993,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w4_fp4,0.1%,44.9624,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic,4.6%,118.4617,0,0,0,28.68,28680.23
gfx950,256,16,5120,2304,96,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,120.9533,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4_kw2_fp4,0.1%,71.1163,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic_persist,4.3%,192.0696,0,0,0,35.38,17689.59
gfx950,256,32,5120,2304,96,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,154.2629,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2_fp4,0.1%,91.9429,flydsl_moe2_afp4_wfp4_bf16_t32x128x128_atomic,4.4%,246.2058,0,0,0,55.2,13800.97
gfx950,256,64,5120,2304,96,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,184.0591,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2_fp4,0.9%,97.5522,flydsl_moe2_layout_afp4_wfp4_bf16_t32x128x256_reduce_nt_sbm32,1.2%,281.6113,0,0,0,96.51,12067.59
gfx950,256,128,5120,2304,96,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,184.6562,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2_fp4,0.9%,100.3622,flydsl_moe2_layout_afp4_wfp4_bf16_t32x128x256_atomic_nt_sbm32,1.2%,285.0184,0,0,0,190.72,11926.78
gfx950,256,256,5120,2304,96,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,185.2989,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w4_fp4,0.9%,103.0303,flydsl_moe2_layout_afp4_wfp4_bf16_t32x128x256_atomic_persist_nt_sbm32,1.2%,288.3292,0,0,0,377.06,11796.65
gfx950,256,512,5120,2304,96,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,188.6741,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_fp4,0.1%,116.3063,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_bnt2,4.3%,304.9804,0,0,0,712.94,11165.47
gfx950,256,1024,5120,2304,96,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,226.9881,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_fp4,0.1%,148.0154,flydsl_moe2_afp4_wfp4_bf16_t128x256x128_reduce_bnt2,1.5%,375.0035,0,0,0,1159.63,9101.55
gfx950,256,2048,5120,2304,96,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,329.6348,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w4_bnt0_fp4,0.1%,205.9409,flydsl_moe2_afp4_wfp4_bf16_t128x128x256_atomic,4.3%,535.5757,0,0,0,1623.92,6402.16
gfx950,256,4096,5120,2304,96,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,444.9071,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_bnt0_fp4,0.9%,298.6018,flydsl_moe2_layout_afp4_wfp4_bf16_t64x128x256_atomic_persist_sbm128,1.2%,743.5089,0,0,0,2339.53,4654.01
gfx950,256,8192,5120,2304,96,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,788.8574,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_bnt0_xcd4_fp4,0.9%,548.3834,flydsl_moe2_layout_afp4_wfp4_bf16_t64x256x256_atomic_persist_sbm64,1.2%,1337.2408,0,0,0,2601.57,2634.69
gfx950,256,16384,5120,2304,96,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,1411.5869,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_bnt0_xcd4_fp4,0.9%,1057.6591,flydsl_moe2_layout_afp4_wfp4_bf16_t64x256x128_atomic_sbm64,1.2%,2469.246,0,0,0,2817.8,1477.8
gfx950,256,32768,5120,2304,96,6,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,2666.2958,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w2_bnt0_xcd4_fp4,0.9%,1965.7944,flydsl_moe2_layout_afp4_wfp4_bf16_t128x128x256_atomic_sbm128,1.2%,4632.0902,0,0,0,3004.19,842.1
